evidence_tier,field,method_id,method,method_group,status,protocol,source,test_references,recovery_metric,recovery_percent,high_density_v20_recall_percent,high_density_v20_n,astrometric_rms_mas,photometric_rms_mag,runtime_s,runtime_s_per_mpix,note
HST/ACS single-F606W controlled,ngc0104,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,3434,held_out_dense_catalogue_recovery,68.608,,3434,2.1999,0.08986,70.280,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc0362,global_epsf_joint,Global empirical ePSF + neighbour joint,literature mapping: effective-PSF ablation (Libralato et al. 2024),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,1958,held_out_dense_catalogue_recovery,74.872,,1958,3.5824,0.10435,33.111,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc0362,three_gaussian_dpsf_joint,Three-Gaussian dPSF + neighbour joint,literature mapping: discrete-PSF approximation (Nie et al. 2025),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,1958,held_out_dense_catalogue_recovery,74.821,,1958,3.6617,0.10472,36.280,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc0362,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,1958,held_out_dense_catalogue_recovery,74.872,,1958,2.9866,0.10017,48.326,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6093,global_epsf_joint,Global empirical ePSF + neighbour joint,literature mapping: effective-PSF ablation (Libralato et al. 2024),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,1256,held_out_dense_catalogue_recovery,89.490,,1256,3.0250,0.11886,36.744,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6093,three_gaussian_dpsf_joint,Three-Gaussian dPSF + neighbour joint,literature mapping: discrete-PSF approximation (Nie et al. 2025),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,1256,held_out_dense_catalogue_recovery,89.490,,1256,3.3047,0.11643,37.930,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6093,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,1256,held_out_dense_catalogue_recovery,89.490,,1256,2.8081,0.11311,54.372,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6624,global_epsf_joint,Global empirical ePSF + neighbour joint,literature mapping: effective-PSF ablation (Libralato et al. 2024),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,563,held_out_dense_catalogue_recovery,92.895,,563,1.9894,0.08006,24.021,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6624,three_gaussian_dpsf_joint,Three-Gaussian dPSF + neighbour joint,literature mapping: discrete-PSF approximation (Nie et al. 2025),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,563,held_out_dense_catalogue_recovery,92.895,,563,2.1474,0.07581,25.898,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6624,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,563,held_out_dense_catalogue_recovery,93.073,,563,1.9239,0.08097,40.121,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6397,global_epsf_joint,Global empirical ePSF + neighbour joint,literature mapping: effective-PSF ablation (Libralato et al. 2024),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,5,held_out_dense_catalogue_recovery,60.000,,5,,,13.134,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6397,three_gaussian_dpsf_joint,Three-Gaussian dPSF + neighbour joint,literature mapping: discrete-PSF approximation (Nie et al. 2025),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,5,held_out_dense_catalogue_recovery,60.000,,5,,,14.079,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6397,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,5,held_out_dense_catalogue_recovery,60.000,,5,,,19.269,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6752,global_epsf_joint,Global empirical ePSF + neighbour joint,literature mapping: effective-PSF ablation (Libralato et al. 2024),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,419,held_out_dense_catalogue_recovery,86.158,,419,1.6129,0.06109,28.232,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6752,three_gaussian_dpsf_joint,Three-Gaussian dPSF + neighbour joint,literature mapping: discrete-PSF approximation (Nie et al. 2025),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,419,held_out_dense_catalogue_recovery,86.158,,419,1.8652,0.05810,29.489,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6752,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,419,held_out_dense_catalogue_recovery,85.919,,419,1.3899,0.05091,35.795,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc1851,global_epsf_joint,Global empirical ePSF + neighbour joint,literature mapping: effective-PSF ablation (Libralato et al. 2024),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,1318,held_out_dense_catalogue_recovery,82.701,,1318,4.2713,0.13652,28.782,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc1851,three_gaussian_dpsf_joint,Three-Gaussian dPSF + neighbour joint,literature mapping: discrete-PSF approximation (Nie et al. 2025),complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,1318,held_out_dense_catalogue_recovery,82.625,,1318,4.2843,0.13770,30.136,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc1851,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,complete,central 1200x1200 crop; held-out dense subset; 2-pixel one-to-one association,results/hst_literature_method_benchmark_all11/summary.json,1318,held_out_dense_catalogue_recovery,83.005,,1318,2.6992,0.12293,42.415,,"Reimplementation/ablation of the stated modelling idea, not a bit-for-bit external pipeline reproduction."
HST/ACS single-F606W controlled,ngc6397,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,complete_partial_3_of_11,central 1200x1200 crop; held-out spatial test partition; 2-pixel one-to-one association,results/hst_hybrid_wpdc_photutils/hybrid_summary.json,631,held_out_catalogue_recovery,97.623,66.667,9,1.0469,0.04222,15.431,10.716,"Only NGC 6397, NGC 6752 and NGC 1851 have an archived hybrid run; it is an ablation, not a claimed combined optimum."
HST/ACS single-F606W controlled,ngc6752,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,complete_partial_3_of_11,central 1200x1200 crop; held-out spatial test partition; 2-pixel one-to-one association,results/hst_hybrid_wpdc_photutils/hybrid_summary.json,2291,held_out_catalogue_recovery,88.215,79.851,402,1.3753,0.05598,26.612,18.481,"Only NGC 6397, NGC 6752 and NGC 1851 have an archived hybrid run; it is an ablation, not a claimed combined optimum."
HST/ACS single-F606W controlled,ngc1851,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,complete_partial_3_of_11,central 1200x1200 crop; held-out spatial test partition; 2-pixel one-to-one association,results/hst_hybrid_wpdc_photutils/hybrid_summary.json,5366,held_out_catalogue_recovery,27.581,64.181,1368,6.6572,0.48238,19.500,13.542,"Only NGC 6397, NGC 6752 and NGC 1851 have an archived hybrid run; it is an ablation, not a claimed combined optimum."
HST/ACS single-F606W controlled,ngc2808,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc2808,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_run_full_11_field_suite,not run,availability audit,,,,,,,,,,No full 11-field hybrid rerun is archived; only the original three HST fields have a matched-protocol ablation.
HST/ACS single-F606W controlled,ngc2808,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc2808,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
HST/ACS single-F606W controlled,ngc2808,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc2808,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
HST/ACS single-F606W controlled,ngc5286,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc5286,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_run_full_11_field_suite,not run,availability audit,,,,,,,,,,No full 11-field hybrid rerun is archived; only the original three HST fields have a matched-protocol ablation.
HST/ACS single-F606W controlled,ngc5286,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc5286,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
HST/ACS single-F606W controlled,ngc5286,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc5286,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
HST/ACS single-F606W controlled,ngc6388,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc6388,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_run_full_11_field_suite,not run,availability audit,,,,,,,,,,No full 11-field hybrid rerun is archived; only the original three HST fields have a matched-protocol ablation.
HST/ACS single-F606W controlled,ngc6388,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc6388,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
HST/ACS single-F606W controlled,ngc6388,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc6388,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
HST/ACS single-F606W controlled,ngc6441,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc6441,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_run_full_11_field_suite,not run,availability audit,,,,,,,,,,No full 11-field hybrid rerun is archived; only the original three HST fields have a matched-protocol ablation.
HST/ACS single-F606W controlled,ngc6441,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc6441,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
HST/ACS single-F606W controlled,ngc6441,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc6441,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
HST/ACS single-F606W controlled,ngc0104,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc0104,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_run_full_11_field_suite,not run,availability audit,,,,,,,,,,No full 11-field hybrid rerun is archived; only the original three HST fields have a matched-protocol ablation.
HST/ACS single-F606W controlled,ngc0104,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc0104,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
HST/ACS single-F606W controlled,ngc0104,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc0104,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
HST/ACS single-F606W controlled,ngc0362,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc0362,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_run_full_11_field_suite,not run,availability audit,,,,,,,,,,No full 11-field hybrid rerun is archived; only the original three HST fields have a matched-protocol ablation.
HST/ACS single-F606W controlled,ngc0362,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc0362,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
HST/ACS single-F606W controlled,ngc0362,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc0362,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
HST/ACS single-F606W controlled,ngc6093,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc6093,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_run_full_11_field_suite,not run,availability audit,,,,,,,,,,No full 11-field hybrid rerun is archived; only the original three HST fields have a matched-protocol ablation.
HST/ACS single-F606W controlled,ngc6093,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc6093,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
HST/ACS single-F606W controlled,ngc6093,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc6093,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
HST/ACS single-F606W controlled,ngc6624,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc6624,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_run_full_11_field_suite,not run,availability audit,,,,,,,,,,No full 11-field hybrid rerun is archived; only the original three HST fields have a matched-protocol ablation.
HST/ACS single-F606W controlled,ngc6624,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc6624,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
HST/ACS single-F606W controlled,ngc6624,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc6624,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
HST/ACS single-F606W controlled,ngc6397,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc6397,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc6397,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
HST/ACS single-F606W controlled,ngc6397,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc6397,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
HST/ACS single-F606W controlled,ngc6752,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc6752,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc6752,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
HST/ACS single-F606W controlled,ngc6752,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc6752,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
HST/ACS single-F606W controlled,ngc1851,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,protocol_excluded_no_hst_supervised_adaptation,not run,availability audit,,,,,,,,,,"Protocol-excluded, not a failed RF result: the released RF is trained on CSST simulated-truth labels with CSST-specific feature normalisation and thresholding. Direct HST transfer is unvalidated; retraining on the ACSGGCT evaluation catalogue would be a separate supervised target-adaptation experiment requiring a pre-registered cross-field or held-out-field design."
HST/ACS single-F606W controlled,ngc1851,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
HST/ACS single-F606W controlled,ngc1851,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
