evidence_tier,field,method_id,method,method_group,status,protocol,source,test_references,recovery_metric,recovery_percent,high_density_v20_recall_percent,high_density_v20_n,astrometric_rms_mas,photometric_rms_mag,runtime_s,runtime_s_per_mpix,note
HST/ACS single-F606W controlled,ngc1851,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
HST/ACS single-F606W controlled,ngc1851,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
CSST-like full-frame registered simulation,chip12,dao,DAOStarFinder,single-image baseline,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip12,sep,SEP/SExtractor-style,single-image baseline,registered_audit_result,full 9232x9216 frame; supplied-catalogue evaluation,tools/build_manuscript_v42_closed_book_scope.py,,supplied_catalogue_recovery,91.600,,,32.8000,0.40600,,,Registered calibrated SExtractor audit; not a newly rerun 15-field baseline.
CSST-like full-frame registered simulation,chip12,photutils_psf,Photutils PSFPhotometry,single-image baseline,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip12,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,not_separately_archived,not run,availability audit,,,,,,,,,,No separately aligned RF-only full-frame registered metric is archived.
CSST-like full-frame registered simulation,chip12,astrocfr_epsf_deblend,AstroCFR ePSF + residual deblend,v45 branch,registered_audit_result,full 9232x9216 frame; supplied-catalogue evaluation,tools/build_manuscript_v42_closed_book_scope.py,,supplied_catalogue_recovery,96.900,,,17.2000,0.05960,,,Registered AstroCFR result; do not mix with older central-crop blind-test outputs.
CSST-like full-frame registered simulation,chip12,astrocfr_spatial_epsf_joint,AstroCFR spatial-ePSF joint,v45 branch,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip12,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip12,global_epsf_joint,Global empirical ePSF + neighbour joint,literature mapping: effective-PSF ablation (Libralato et al. 2024),not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip12,three_gaussian_dpsf_joint,Three-Gaussian dPSF + neighbour joint,literature mapping: discrete-PSF approximation (Nie et al. 2025),not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip12,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip12,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
CSST-like full-frame registered simulation,chip12,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
CSST-like full-frame registered simulation,chip12,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
CSST-like full-frame registered simulation,chip12,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
CSST-like full-frame registered simulation,chip13,dao,DAOStarFinder,single-image baseline,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip13,sep,SEP/SExtractor-style,single-image baseline,registered_audit_result,full 9232x9216 frame; supplied-catalogue evaluation,tools/build_manuscript_v42_closed_book_scope.py,,supplied_catalogue_recovery,87.600,,,25.5000,0.49700,,,Registered calibrated SExtractor audit; not a newly rerun 15-field baseline.
CSST-like full-frame registered simulation,chip13,photutils_psf,Photutils PSFPhotometry,single-image baseline,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip13,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,not_separately_archived,not run,availability audit,,,,,,,,,,No separately aligned RF-only full-frame registered metric is archived.
CSST-like full-frame registered simulation,chip13,astrocfr_epsf_deblend,AstroCFR ePSF + residual deblend,v45 branch,registered_audit_result,full 9232x9216 frame; supplied-catalogue evaluation,tools/build_manuscript_v42_closed_book_scope.py,,supplied_catalogue_recovery,93.100,,,8.2000,0.05750,,,Registered AstroCFR result; do not mix with older central-crop blind-test outputs.
CSST-like full-frame registered simulation,chip13,astrocfr_spatial_epsf_joint,AstroCFR spatial-ePSF joint,v45 branch,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip13,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip13,global_epsf_joint,Global empirical ePSF + neighbour joint,literature mapping: effective-PSF ablation (Libralato et al. 2024),not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip13,three_gaussian_dpsf_joint,Three-Gaussian dPSF + neighbour joint,literature mapping: discrete-PSF approximation (Nie et al. 2025),not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip13,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip13,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
CSST-like full-frame registered simulation,chip13,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
CSST-like full-frame registered simulation,chip13,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
CSST-like full-frame registered simulation,chip13,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
CSST-like full-frame registered simulation,chip17,dao,DAOStarFinder,single-image baseline,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip17,sep,SEP/SExtractor-style,single-image baseline,registered_audit_result,full 9232x9216 frame; supplied-catalogue evaluation,tools/build_manuscript_v42_closed_book_scope.py,,supplied_catalogue_recovery,89.100,,,20.2000,0.25000,,,Registered calibrated SExtractor audit; not a newly rerun 15-field baseline.
CSST-like full-frame registered simulation,chip17,photutils_psf,Photutils PSFPhotometry,single-image baseline,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip17,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,not_separately_archived,not run,availability audit,,,,,,,,,,No separately aligned RF-only full-frame registered metric is archived.
CSST-like full-frame registered simulation,chip17,astrocfr_epsf_deblend,AstroCFR ePSF + residual deblend,v45 branch,registered_audit_result,full 9232x9216 frame; supplied-catalogue evaluation,tools/build_manuscript_v42_closed_book_scope.py,,supplied_catalogue_recovery,96.400,,,9.1000,0.08020,,,Registered AstroCFR result; do not mix with older central-crop blind-test outputs.
CSST-like full-frame registered simulation,chip17,astrocfr_spatial_epsf_joint,AstroCFR spatial-ePSF joint,v45 branch,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip17,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip17,global_epsf_joint,Global empirical ePSF + neighbour joint,literature mapping: effective-PSF ablation (Libralato et al. 2024),not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip17,three_gaussian_dpsf_joint,Three-Gaussian dPSF + neighbour joint,literature mapping: discrete-PSF approximation (Nie et al. 2025),not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip17,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip17,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
CSST-like full-frame registered simulation,chip17,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
CSST-like full-frame registered simulation,chip17,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
CSST-like full-frame registered simulation,chip17,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
CSST-like full-frame registered simulation,chip18,dao,DAOStarFinder,single-image baseline,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip18,sep,SEP/SExtractor-style,single-image baseline,registered_audit_result,full 9232x9216 frame; supplied-catalogue evaluation,tools/build_manuscript_v42_closed_book_scope.py,,supplied_catalogue_recovery,83.700,,,23.0000,0.39200,,,Registered calibrated SExtractor audit; not a newly rerun 15-field baseline.
CSST-like full-frame registered simulation,chip18,photutils_psf,Photutils PSFPhotometry,single-image baseline,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip18,astrocfr_rf,AstroCFR RF candidate branch,v45 branch,not_separately_archived,not run,availability audit,,,,,,,,,,No separately aligned RF-only full-frame registered metric is archived.
CSST-like full-frame registered simulation,chip18,astrocfr_epsf_deblend,AstroCFR ePSF + residual deblend,v45 branch,registered_audit_result,full 9232x9216 frame; supplied-catalogue evaluation,tools/build_manuscript_v42_closed_book_scope.py,,supplied_catalogue_recovery,91.800,,,8.8000,0.06840,,,Registered AstroCFR result; do not mix with older central-crop blind-test outputs.
CSST-like full-frame registered simulation,chip18,astrocfr_spatial_epsf_joint,AstroCFR spatial-ePSF joint,v45 branch,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip18,astrocfr_photutils_hybrid,AstroCFR+Photutils hybrid,v45 ablation,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip18,global_epsf_joint,Global empirical ePSF + neighbour joint,literature mapping: effective-PSF ablation (Libralato et al. 2024),not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip18,three_gaussian_dpsf_joint,Three-Gaussian dPSF + neighbour joint,literature mapping: discrete-PSF approximation (Nie et al. 2025),not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip18,spatial_epsf_joint,Spatial empirical ePSF + neighbour joint,literature-mapped spatial ePSF control,not_archived_in_registered_protocol,not run,availability audit,,,,,,,,,,No directly aligned full-frame registered result is archived for this method.
CSST-like full-frame registered simulation,chip18,dolphot,DOLPHOT/ALLFRAME-class multi-exposure,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires homogeneous calibrated multi-exposure inputs and native artificial-star scenes; a stacked single F606W image is not an input-equivalent DOLPHOT/ALLFRAME experiment.
CSST-like full-frame registered simulation,chip18,crowdsource,crowdsource joint multiband,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,Requires matched multi-band images and a joint-band source model; this matrix uses a single F606W stack or a CSST chip.
CSST-like full-frame registered simulation,chip18,euclid_vvv,Euclid/VVV full workflow,external pipeline,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires instrument-specific distortion, dithers and/or multi-epoch local transformations unavailable in this matched protocol."
CSST-like full-frame registered simulation,chip18,csst_psfnet,CSST-PSFNet,external PSF model,input_incompatible_not_ranked,not run,interface/scope audit,,,,,,,,,,"Requires labelled 32x32 stellar stamps, PSF labels and a checkpoint/training protocol; available CSST FITS lacks the required labelled extensions."
