astrometric_rms_mas,astrometric_rms_mas_ci95,astrometric_rms_px,candidates,cluster,high_density_v20_ci95,high_density_v20_n,high_density_v20_recall,label,measurement_ci_method,measurement_test_matches,method,n_v_le_18,n_v_le_20,n_v_le_22,peak_rss_delta_mb,photometric_rms_mag,photometric_rms_mag_ci95,recall_v_le_18,recall_v_le_20,recall_v_le_22,runtime_s,runtime_s_per_mpix,test_catalog_match_lower_bound,test_completeness,test_completeness_ci95,test_recovered,test_references
2.504562831814239,"[np.float64(2.347431778260027), np.float64(2.655088103260301)]",0.05009125663628478,1790,ngc6397,"[0.35419734749908977, 0.879418401317257]",9,0.6666666666666666,SEP/SExtractor-style,"conditional residual bootstrap, 1000 resamples",483,sep,248,472,621,8.91796875,0.0864224730597228,"[np.float64(0.07951394613660678), np.float64(0.09250517547429064)]",0.8266129032258065,0.777542372881356,0.7600644122383253,3.2489128000161145,2.256189444455635,0.9429065743944637,0.7606973058637084,"[0.725892600958137, 0.7923469094961244]",480,631
0.9826683266287064,"[np.float64(0.9315543780455844), np.float64(1.0323017088361044)]",0.01965336653257413,2554,ngc6397,"[0.2666473457440297, 0.811224570528086]",9,0.5555555555555556,Photutils PSFPhotometry,"conditional residual bootstrap, 1000 resamples",605,photutils_psf,248,472,621,40.41015625,0.04012284892661982,"[np.float64(0.037395235549454245), np.float64(0.042617785127612044)]",0.9798387096774194,0.9597457627118644,0.9533011272141707,7.785719200008316,5.406749444450219,0.8517200474495848,0.9540412044374009,"[0.9347747009094425, 0.9678126531643927]",602,631
1.105989279491545,"[np.float64(1.0533442679527858), np.float64(1.1654757991630786)]",0.0221197855898309,3094,ngc6397,"[0.35419734749908977, 0.879418401317257]",9,0.6666666666666666,WPDC ePSF + residual deblend,"conditional residual bootstrap, 1000 resamples",626,wpdc_epsf_deblend,248,472,621,55.85546875,0.03543195584312782,"[np.float64(0.03336247874405408), np.float64(0.03748097816344755)]",1.0,0.9915254237288136,0.9903381642512077,19.881076999998186,13.806303472220963,0.7449470644850819,0.9904912836767037,"[0.9794113246228593, 0.9956350491497481]",625,631
1.103793596834218,"[np.float64(1.0521695305510634), np.float64(1.1568879382264283)]",0.022075871936684362,3078,ngc6397,"[0.35419734749908977, 0.879418401317257]",9,0.6666666666666666,WPDC spatial ePSF + joint fit,"conditional residual bootstrap, 1000 resamples",626,wpdc_spatial_epsf_joint,248,472,621,56.23046875,0.030247636786035523,"[np.float64(0.028289979288151072), np.float64(0.03217643912876832)]",0.9959677419354839,0.989406779661017,0.9887278582930756,24.63306740002008,17.1062968055695,0.746615087040619,0.9889064976228209,"[0.9772797803704316, 0.9946162012413593]",624,631
2.134039642176835,"[np.float64(2.063914234106897), np.float64(2.2002094400335563)]",0.0426807928435367,5628,ngc6752,"[0.5208161610606955, 0.6171687079128153]",402,0.5696517412935324,DAOStarFinder,"conditional residual bootstrap, 1000 resamples",1746,dao,735,1716,2191,39.86328125,0.05750013138149963,"[np.float64(0.05512785614103039), np.float64(0.05997601710535735)]",0.8789115646258503,0.8001165501165501,0.7777270652670014,0.1917267999961041,0.1331436111084056,0.9416362688900469,0.7621126145787865,"[0.744247232364672, 0.7791004357271039]",1746,2291
2.6907318507282345,"[np.float64(2.567951203536025), np.float64(2.8125189413543725)]",0.05381463701456469,4048,ngc6752,"[0.24407956259757974, 0.33210976841235124]",402,0.2860696517412935,SEP/SExtractor-style,"conditional residual bootstrap, 1000 resamples",1192,sep,735,1716,2191,24.296875,0.12442711551805093,"[np.float64(0.1182852053645213), np.float64(0.13025850759223276)]",0.5238095238095238,0.5407925407925408,0.5426745778183478,7.830298500019126,5.437707291679948,0.9394409937888198,0.5202968136185072,"[0.4998223042438506, 0.5407033686391929]",1192,2291
1.0525837956330426,"[np.float64(1.0172340120211838), np.float64(1.0862807849511074)]",0.021051675912660852,5628,ngc6752,"[0.5208161610606955, 0.6171687079128153]",402,0.5696517412935324,Photutils PSFPhotometry,"conditional residual bootstrap, 1000 resamples",1747,photutils_psf,735,1716,2191,137.33984375,0.0390690609361422,"[np.float64(0.03736805183876816), np.float64(0.04080217145176653)]",0.8802721088435375,0.8006993006993007,0.778183477863989,14.12376079999376,9.80816722221789,0.9421272158498436,0.7625491051942384,"[0.7446939767880326, 0.7795252111506906]",1747,2291
1.3481554554044146,"[np.float64(1.3090981226798346), np.float64(1.38609672563965)]",0.02696310910808829,7357,ngc6752,"[0.8397624582860632, 0.9043702279639418]",402,0.8756218905472637,WPDC ePSF + residual deblend,"conditional residual bootstrap, 1000 resamples",2135,wpdc_epsf_deblend,735,1716,2191,52.3046875,0.04203405443239276,"[np.float64(0.040497126714918265), np.float64(0.043511484587005184)]",0.9823129251700681,0.9557109557109557,0.9493382017343679,40.9323824000021,28.42526555555701,0.9167324388318864,0.9319074639895242,"[0.9208525045944373, 0.941516383959788]",2135,2291
1.265988570151186,"[np.float64(1.2308456048550522), np.float64(1.3006295773258776)]",0.025319771403023716,7348,ngc6752,"[0.8479869223252732, 0.9109298570290367]",402,0.8830845771144279,WPDC spatial ePSF + joint fit,"conditional residual bootstrap, 1000 resamples",2140,wpdc_spatial_epsf_joint,735,1716,2191,52.0859375,0.0369863237119677,"[np.float64(0.03548797606325688), np.float64(0.03832741923417673)]",0.9836734693877551,0.9603729603729604,0.9511638521223186,55.5404264999961,38.569740624997294,0.9157811885084612,0.9336534264513313,"[0.9227184987624003, 0.9431364691796137]",2139,2291
1.677776647425469,"[np.float64(1.5985997440054882), np.float64(1.7635376898341646)]",0.03355553294850938,3130,ngc1851,"[0.32030338352659576, 0.3706230324677872]",1368,0.34502923976608185,DAOStarFinder,"conditional residual bootstrap, 1000 resamples",932,dao,306,2069,4464,39.88671875,0.32022765165427536,"[np.float64(0.3023708978903299), np.float64(0.3363163561957606)]",0.7189542483660131,0.4248429192846786,0.2085573476702509,0.14186319999862462,0.09851611111015598,0.9664750957854407,0.17349981364144615,"[0.16360217216852346, 0.18386461344392369]",931,5366
5.985117898369704,"[np.float64(5.778376340725964), np.float64(6.186037040045479)]",0.11970235796739408,7892,ngc1851,"[0.49178226722360574, 0.5446650893808301]",1368,0.5182748538011696,SEP/SExtractor-style,"conditional residual bootstrap, 1000 resamples",2451,sep,306,2069,4464,10.62109375,0.2650444202882552,"[np.float64(0.2565476518207175), np.float64(0.27243968312742134)]",0.477124183006536,0.5592073465442242,0.5477150537634409,9.623590600007446,6.683049027782949,0.9451242120875046,0.4563920983973164,"[0.44310071173223864, 0.469745879496821]",2449,5366
3.773240054703359,"[np.float64(3.555229029853783), np.float64(4.001083314434152)]",0.07546480109406718,3088,ngc1851,"[0.32030338352659576, 0.3706230324677872]",1368,0.34502923976608185,Photutils PSFPhotometry,"conditional residual bootstrap, 1000 resamples",916,photutils_psf,306,2069,4464,46.265625,0.28267865420233945,"[np.float64(0.26734420474166676), np.float64(0.29711806954134146)]",0.7189542483660131,0.4248429192846786,0.2049731182795699,10.108278200001223,7.019637638889738,0.9642166344294004,0.1705180767797242,"[0.16069181467928162, 0.18081576349583628]",915,5366
4.2506467818368545,"[np.float64(4.066765426461676), np.float64(4.429156106680603)]",0.08501293563673709,5564,ngc1851,"[0.6635580343665489, 0.7125786857912303]",1368,0.6885964912280702,WPDC ePSF + residual deblend,"conditional residual bootstrap, 1000 resamples",1574,wpdc_epsf_deblend,306,2069,4464,54.8515625,0.0803278900161775,"[np.float64(0.07684462500485872), np.float64(0.08370384065969412)]",0.9411764705882353,0.7283711938134364,0.3521505376344086,29.734028600010788,20.648630972229714,0.9532006455083378,0.2929556466641819,"[0.280929810234223, 0.3052777233362272]",1572,5366
2.1471132468357657,"[np.float64(2.0649263537344384), np.float64(2.230040236388853)]",0.04294226493671532,6791,ngc1851,"[0.8440795400173635, 0.8804939092788235]",1368,0.8633040935672515,WPDC spatial ePSF + joint fit,"conditional residual bootstrap, 1000 resamples",1865,wpdc_spatial_epsf_joint,306,2069,4464,50.97265625,0.08237115993256071,"[np.float64(0.0789729411662588), np.float64(0.08560147837230099)]",0.9705882352941176,0.8801353310778154,0.4175627240143369,55.603648799995426,38.61364499999682,0.9305435720448663,0.34737234439060755,"[0.33474586889327035, 0.3602172004084387]",1864,5366
