status,cluster,method,dolphot_rows,retained_in_crop,quality_test_references,test_recall_quality,test_matched_measurements,astrometric_1d_rms_mas,astrometric_inliers,photometric_rms_mag_after_train_only_zp,photometric_inliers,train_only_vega_zero_point_offset_mag,alignment_matches_preclip,alignment_inliers,per_extension_wcs_translation_px,matching_radius_px,crop,critical_warning
diagnostic_only,NGC 6397,DOLPHOT 2.1 ACS five-FLC joint run on Windows,25187,684,631,0.10301109350237718,65,4.430305686506098,57,0.08993116174361608,58,-0.07200000000000095,56,55,"{'1': [11.449162708362792, 2.6520135879959525], '2': [11.684582178070741, 2.3642049159466296]}",2.0,"[2400, 2400, 1200, 1200]",DOLPHOT joint.warnings reports 0.77--1.18 pixel inter-exposure alignment scatter for three 15-s frames; do not interpret this pilot as a high-precision multi-epoch baseline or include it in manuscript results.
